label,tid,lat,lon,day,hour,category
12,286,40.66495238307644,-73.85299619681369,6,16,0
12,286,40.77022259559263,-73.83609991169702,6,16,4
12,286,40.75601366365109,-73.84074958062898,6,17,4
12,289,40.72230756718446,-74.00496472067367,1,18,0
12,289,40.69098964396645,-73.78827257848512,3,12,0
12,289,40.698582582806836,-73.79486766851674,3,18,1
12,289,40.76877936690826,-73.82600194609891,3,19,4
12,289,40.771534240504394,-73.81962652898561,3,19,4
12,289,40.74247257288326,-73.99214923217129,4,16,4
12,289,40.739642393475066,-73.99765574394893,4,17,4
12,289,40.738609599580656,-73.99929960093628,4,17,4
12,289,40.734242328142415,-73.9913336115254,4,18,0
12,289,40.72058299619485,-74.00066833964716,4,19,0
12,289,40.726073846852074,-73.99641471191477,4,20,4
12,289,40.75852346692946,-73.81868800915014,5,12,0
12,289,40.70327474239994,-73.798415173061,5,7,1
12,289,40.714334373062144,-74.01114424712192,5,14,3
12,289,40.72000726748038,-73.99372647351753,5,18,3
12,289,40.60834993485142,-73.98927797212433,6,12,4
12,289,40.60376747015644,-73.98508618793618,6,13,0
12,289,40.613849551116715,-73.98209025266748,6,14,4
12,289,40.759904275930154,-73.83006577587854,6,16,0
12,289,40.75962268635877,-73.8336927632166,6,17,4
12,289,40.761154020888995,-73.83090126908552,6,17,4
12,291,40.702939924483786,-73.79633655048143,0,12,0
12,291,40.75229338340242,-73.83288586533796,0,18,4
12,291,40.75037758208592,-73.82929633951913,0,18,4
12,291,40.76575252104331,-73.83481523788701,0,18,0
12,291,40.72150505769778,-73.80939415491353,1,7,0
12,291,40.710747801398526,-73.79553009963762,1,18,1
12,291,40.75970946897533,-73.8344666550232,1,18,4
12,291,40.76887486053411,-73.8370313236786,1,19,4
12,291,40.716872532551776,-73.79588866627942,2,8,0
12,291,40.75976992449969,-73.83002855277788,2,18,4
12,291,40.76439722900059,-73.8247992584778,2,19,0
12,291,40.70450930360485,-73.80085890389215,3,12,0
12,291,40.713918507730256,-73.80988794959318,3,17,1
12,291,40.76679422396947,-73.83596419192087,3,19,4
12,291,40.712091830258856,-73.80646403527986,4,7,0
12,291,40.71755816478063,-74.0061917865945,4,20,0
12,291,40.71449923950959,-74.00229645542036,4,20,0
12,291,40.76165204267264,-73.82967438197862,5,12,0
12,291,40.71308593142558,-73.80666698909532,5,7,1
12,291,40.60761326614548,-73.99576071485113,5,14,0
12,291,40.61306892398525,-73.98202234248798,5,15,4
12,295,40.69726122978855,-73.79246983326207,0,12,0
12,295,40.72335417259265,-73.79444404340516,0,17,1
12,295,40.7575431095228,-73.83468066550027,0,18,4
12,295,40.762719471522274,-73.82998571193944,0,18,0
12,295,40.706242915874014,-73.79662122226487,1,12,1
12,295,40.712886639570485,-73.80641274548303,1,7,0
12,295,40.7073170549028,-73.79416728413831,1,18,1
12,295,40.75732707178932,-73.8284161726309,1,18,4
12,295,40.69898627389003,-73.78915714121591,2,12,0
12,295,40.755646691823046,-73.83665728963148,2,18,4
12,295,40.758825967253784,-73.83546327448617,2,18,4
12,295,40.76365455675651,-73.81699185467492,2,19,0
14,329,40.74575855366666,-73.99022313042711,1,18,2
14,329,40.74602138407309,-73.9887119645549,2,7,3
14,329,40.747265590985904,-73.97123625523578,2,9,3
14,329,40.744112114121805,-73.9881785998417,2,15,2
14,329,40.75203994631548,-73.99109201341103,3,7,3
14,329,40.7441799293064,-73.9896672314329,4,12,4
14,329,40.73807054634918,-73.99370923659932,4,12,0
14,329,40.739700176452885,-73.99022009617816,4,12,3
14,329,40.745681821068416,-73.9843873532785,5,8,3
14,329,40.73764374170233,-73.99745234682392,5,12,4
14,329,40.73689590830136,-73.99414794168602,5,12,4
14,329,40.74628002725322,-73.9835650690196,5,12,3
14,329,40.74564644012381,-73.99033578693103,6,16,3
14,332,40.74167507577468,-73.99328748344611,0,18,2
14,332,40.74136680427719,-73.9939628487749,1,12,3
14,332,40.74751664761234,-73.99895038477312,2,7,3
14,332,40.73940881032277,-73.99100650123488,2,12,3
14,332,40.74543852049638,-73.9907246252818,2,12,3
14,332,40.738969078918586,-73.99698363079857,3,7,3
14,332,40.73985023673404,-74.00101881868373,4,8,3
14,332,40.73793970484067,-73.99297790250908,4,16,3
14,332,40.733162603040824,-73.98577815874647,5,7,3
14,332,40.74024839017321,-73.99718001506459,5,20,2
14,332,40.74450206260909,-73.9997007886244,6,8,3
14,332,40.73578704397906,-74.01389844737183,6,12,4
14,332,40.73963597852517,-74.00053142777811,6,12,0
14,336,40.736664016430865,-73.98768133505415,0,8,3
14,336,40.743737051894556,-73.98957305609416,0,8,4
14,336,40.74356789205004,-73.98562391496431,0,19,0
14,336,40.73895061451722,-73.99293060622345,1,12,3
14,336,40.7530769116037,-73.97664082910102,1,12,3
14,336,40.73392689849962,-73.99347862250339,2,17,3
14,336,40.736373754849325,-73.9918705823196,4,7,2
14,336,40.739034573247324,-73.99549128509294,4,13,0
14,336,40.73704616788555,-73.98491432539355,4,16,3
14,336,40.73869069542516,-74.00032474494706,4,20,0
14,336,40.7413375793748,-73.99128476738166,6,7,2
14,336,40.74049995157648,-73.99140525258314,6,12,3
14,336,40.746393116822134,-74.00607476777564,6,14,3
14,342,40.74282946500708,-73.99653504624199,0,8,3
14,342,40.74313165496815,-73.99442859015595,0,9,0
14,342,40.7440586059146,-73.99676482587289,0,12,4
14,342,40.74558822408099,-74.00160147643815,0,12,3
14,342,40.74218925338019,-73.99687182366084,0,12,0
14,342,40.74345213424195,-74.00174466169607,0,12,3
14,342,40.73718639340032,-73.98661782800387,0,18,0
14,342,40.73261186729897,-74.00270747414957,0,19,4
14,342,40.736387851347814,-73.99675864934157,1,8,3
14,342,40.740666943302045,-74.00313939175736,1,13,3
14,342,40.74638496588696,-73.99614375106226,2,12,3
14,342,40.732088372742425,-74.00000838211905,2,14,3
14,342,40.736678934355865,-73.99467275499534,2,18,2
14,342,40.740025120487104,-74.00437538347374,3,7,3
14,342,40.74017394769717,-73.9961773177905,3,18,0
14,342,40.73904799174298,-74.00794018826615,4,7,2
14,342,40.740133485456596,-74.000648588158,4,8,0
14,342,40.73433397959698,-73.99745084366928,4,9,4
14,342,40.74293838131953,-74.00353655240666,4,12,4
14,342,40.73673208120991,-73.99999843186866,4,12,3
14,342,40.73618924680878,-73.99761577344667,4,18,0
14,342,40.74419501114417,-74.00171868152152,5,19,0
14,342,40.739505412688146,-73.99103701322507,6,15,0
14,364,40.74350341845084,-73.99082881792616,0,12,3
14,364,40.74280822526444,-73.98957531548272,1,12,3
14,364,40.74141448054243,-73.99243455588054,2,19,2
14,364,40.741160154973755,-73.98883639670144,3,13,0
14,364,40.72923301223446,-73.98547135315071,4,16,3
14,364,40.73332726273466,-73.99150219022464,4,17,4
14,364,40.732225614299665,-73.99558568953704,4,12,0
14,364,40.73802201699246,-73.98193634602409,5,12,3
14,364,40.73701695974697,-73.99078136890363,6,16,3
14,364,40.73562452632714,-73.99026568441819,6,16,0
19,470,40.746567074840556,-74.0321667308284,0,19,2
19,470,40.75425442510996,-74.02953622884284,0,19,4
19,470,40.75647834658403,-74.02922162062656,0,19,4
19,470,40.766120520585815,-74.01346970371138,2,12,4
19,470,40.77126440096427,-74.0459263438655,2,13,0
19,470,40.778510437046776,-74.02315266824495,2,18,4
19,470,40.769257191268395,-74.02639024726282,2,19,4
19,470,40.746734494974504,-74.0327637160493,2,19,3
19,470,40.75232113960911,-74.02277375779282,2,20,2
19,470,40.76399824272622,-74.02235898769628,3,12,3
19,470,40.76352818699334,-74.024913702376,3,12,3
19,470,40.75920039455187,-74.02129946298133,3,12,2
19,470,40.75817405868102,-74.03891484088432,3,12,2
19,470,40.7536087028474,-74.02424497551452,3,12,0
19,470,40.766943819055,-74.02878038234245,4,9,3
19,470,40.762701788384135,-74.02887179724108,4,9,3
19,470,40.77588683523018,-74.02329369283449,4,13,4
19,470,40.77502189080943,-74.02416335440408,4,13,4
19,470,40.75129142373581,-74.02630223727952,4,18,2
19,470,40.77323145575602,-74.01984586588274,5,12,2
19,470,40.78225542854298,-74.02403814739715,5,12,4
19,470,40.78021112520028,-74.02588414049875,5,12,3
19,470,40.77144077576477,-74.03000781334173,5,13,4
19,470,40.75767717014779,-74.02426484621297,5,14,3
19,470,40.758612293217,-74.00160500056278,5,14,3
19,470,40.75362120818127,-74.03578922546636,5,18,0
19,470,40.75623013095711,-74.04221645391713,5,18,4
19,470,40.75874194239978,-74.03391863054763,5,12,0
19,470,40.7427140871786,-74.03587246335279,6,13,0
19,473,40.76827393209342,-74.03610939926635,1,18,0
19,473,40.74726569156874,-74.03234422600995,2,7,2
19,473,40.741259486114274,-74.0264355691446,3,9,2
19,473,40.75743010866236,-74.02389427296053,3,9,3
19,473,40.7678214327224,-74.03945851720106,3,17,4
19,473,40.771038843949924,-74.02840264535676,3,12,3
19,473,40.75399951932732,-74.02961430720221,3,12,0
19,473,40.736130474766384,-74.02951618678104,3,12,0
19,473,40.7577795860615,-74.0303900094999,4,14,4
19,473,40.76952608272214,-74.04438587672244,4,18,4
19,473,40.7573681684934,-73.9811320046259,4,18,2
19,473,40.76883154891212,-74.02975050381552,4,19,1
19,473,40.77047796424259,-74.02222732848655,4,19,0
19,473,40.75123331479509,-74.02958394981157,5,12,0
19,473,40.771651315202604,-74.03759766019117,5,12,4
19,473,40.74422100063194,-74.0231535325123,5,13,2
19,473,40.78057030651499,-74.06014052427541,5,14,4
19,473,40.786154354622255,-74.06075653082858,5,15,4
19,473,40.79339004371096,-74.0561621675564,5,15,0
19,473,40.74126903030802,-74.03118918485175,6,13,3
19,479,40.750576819924305,-74.03661901897918,0,13,4
19,479,40.76468278321218,-74.04018553740512,0,13,3
19,479,40.66200718346764,-74.11658908820878,0,14,4
19,479,40.6625224358194,-74.12041668988,0,14,4
19,479,40.74117041069795,-73.99401812649499,0,15,3
19,479,40.7739151173063,-74.03629233337175,0,19,4
19,479,40.77533679425497,-74.04518794662486,0,19,4
19,479,40.772571461906324,-74.03632294035684,0,19,0
19,479,40.768693170675675,-74.03318546361457,1,15,2
19,479,40.766147697044204,-74.03287892437707,2,18,0
19,479,40.771487881129275,-74.0360069686843,2,18,4
19,479,40.718899168705235,-74.04574603236448,2,20,0
19,479,40.71190614316393,-74.03538135088216,2,20,0
19,479,40.77321525074322,-74.0311336035205,4,9,4
19,479,40.765736678314994,-74.03716057188045,4,9,0
19,482,40.7757470260166,-74.04871429152023,0,12,3
19,482,40.73239113826085,-74.04035731799136,0,15,0
19,482,40.74385958414305,-74.03731168455612,0,12,4
19,482,40.79368052694727,-74.01923194549214,0,19,4
19,482,40.74340407240916,-74.02682017556559,1,12,2
19,482,40.692152806257496,-74.17881885565053,1,15,1
19,482,40.657070920502434,-74.12216331458818,1,15,2
19,482,40.80649804387022,-73.98710344567131,2,13,0
19,482,40.81273014534045,-73.98004826738666,2,13,4
19,482,40.77684161688913,-73.97931242476385,2,14,4
19,482,40.810984247063885,-73.95219784065317,2,14,4
19,482,40.72398977417279,-73.9875533340795,2,14,4
19,482,40.75297720793415,-74.01833901575934,4,16,3
19,482,40.75247058894266,-74.02557356677185,4,16,3
19,482,40.769810989198874,-74.03629609591495,5,12,4
19,482,40.76394179177251,-74.02686760596167,5,12,2
19,482,40.76683285057325,-74.03024214527737,5,12,0
19,482,40.777035164346586,-74.01390241108071,5,18,0
19,482,40.804896325504075,-73.99002802207302,5,20,2
19,482,40.69779766414095,-73.8860509435011,6,12,3
19,482,40.803785857444296,-74.05459309763442,6,13,4
25,632,40.768172007685195,-73.97359590626489,0,8,3
25,632,40.759581774871464,-73.98068893443029,0,19,0
25,632,40.755652243902574,-73.97509050670247,1,8,0
25,632,40.78711741108228,-73.98618176787328,1,19,4
25,632,40.77497682317872,-73.96985067751426,2,8,3
25,632,40.76383423006874,-73.9726033347955,2,18,4
25,632,40.765702624970714,-73.974709403917,2,19,4
25,632,40.794470806305895,-73.97486114663239,2,20,4
25,632,40.78886286977459,-73.979666719429,2,20,4
25,632,40.78845486853052,-73.97654344814997,2,20,0
25,632,40.75437750264783,-73.97164853055197,3,13,0
25,632,40.75474036175538,-73.97377700147386,3,14,4
25,632,40.76509446853552,-73.98095770294945,3,17,4
25,632,40.77311253610779,-73.97765850669872,3,17,3
25,632,40.782094224055896,-73.9793698873667,3,18,0
25,632,40.766404871528636,-73.9944787958933,3,12,0
25,632,40.74423598374952,-73.99563109710049,4,12,3
25,632,40.74541935387779,-74.00459729529153,4,12,4
25,632,40.76491900107604,-73.99100383765231,4,12,4
25,632,40.776955648025165,-73.99159098810684,4,20,2
25,632,40.76571196334217,-73.9959802164061,5,12,4
25,632,40.7806003863715,-73.9926849326415,5,12,4
25,632,40.76925404619206,-73.9865263702644,5,13,4
25,632,40.788872479160915,-73.977172048047,5,15,2
25,632,40.777792618309746,-73.98988494298588,5,19,4
25,632,40.771053968628536,-73.99693341761063,5,12,3
25,632,40.765521383078436,-73.99858090861868,6,16,0
25,632,40.77723917614449,-73.98302645909767,6,13,4
25,636,40.7611532088321,-73.98711814380418,0,12,0
25,636,40.78804467122782,-73.98471915557217,0,18,4
25,636,40.778218409677635,-73.99085237852465,0,20,0
25,636,40.78139821503092,-73.98822516224514,1,12,3
25,636,40.76693025713567,-73.98596532105636,1,12,0
25,636,40.7584594608542,-73.99835001512598,1,17,1
25,636,40.776089486365805,-74.02473544723522,6,13,1
25,636,40.763557134128774,-74.02672556809317,6,14,1
25,636,40.78458425093223,-73.98912214695643,6,16,3
25,636,40.78503641549278,-73.98873773425053,6,17,0
25,637,40.78415132004548,-73.98052102442067,0,7,3
25,637,40.7866159497552,-73.97695383916776,0,7,3
25,637,40.77199717301656,-73.98047191578131,0,8,3
25,637,40.77895791519214,-73.9783488886727,0,17,3
25,637,40.778941469898115,-73.9786079965828,0,17,3
25,637,40.78350890304674,-73.97934096607547,1,12,3
25,637,40.776276842390786,-73.97691305282693,1,8,3
25,637,40.77657598599572,-73.98134784608315,1,8,3
25,637,40.77873505901326,-73.97378138288092,2,8,3
25,637,40.760074293988424,-73.97788058522325,2,8,0
25,637,40.757147864138375,-73.98137347701173,2,18,2
25,637,40.78115280221928,-73.9817569807468,2,12,0
25,637,40.758152153508405,-73.9896319417579,4,13,0
25,637,40.757877804271544,-73.98476551680993,4,18,2
25,637,40.746364189942966,-74.00141339398157,4,20,0
25,637,40.77533214695532,-73.97954267564397,4,16,4
25,637,40.77833065826226,-73.98567861712705,5,12,0
25,637,40.77454169809599,-73.9884067086799,5,17,4
25,637,40.7731156802528,-73.98209945413451,5,12,4
25,637,40.77439726207186,-73.98253222390245,5,12,4
25,637,40.77864423643578,-73.98658384963106,5,12,4
25,637,40.77775373000432,-73.98253220713865,5,12,1
25,637,40.77318108983118,-73.98494440152477,5,12,3
25,637,40.75962131347288,-73.98967268712055,6,16,3
25,637,40.76022188271409,-73.98567321173083,6,16,3
25,637,40.75097673915107,-73.99636204189788,6,16,4
25,637,40.74806584387798,-74.00010079539548,6,12,4
25,637,40.74784624732811,-74.00050795844923,6,12,4
25,637,40.75432561587323,-73.9987589178903,6,14,3
25,637,40.75688835482825,-73.99360472357999,6,19,1
25,645,40.77640063844402,-73.97777742169033,0,7,2
25,645,40.77200570672531,-73.97545761170964,0,7,2
25,645,40.77100388023783,-73.97765224262308,0,7,2
25,645,40.75297326564569,-73.97445515657942,0,8,0
25,645,40.781305378934036,-73.97671388949435,0,20,0
25,645,40.78053479332257,-73.98227337396871,1,12,3
25,645,40.768881217742006,-73.97923018711786,1,8,3
25,645,40.770209159401844,-73.97631524571385,1,8,3
25,645,40.76534961180542,-73.97299271750431,3,13,2
25,645,40.7446030272894,-74.00250590241681,3,19,2
25,645,40.78599743608166,-73.98703728079032,4,14,3
25,645,40.75217943608541,-74.00219418875109,5,12,4
25,645,40.75652867339332,-73.98735164313744,5,14,0
25,645,40.74615594155867,-74.00318296275269,5,19,2
25,645,40.74624103836496,-74.00863466805946,5,20,4
25,645,40.78023027878035,-73.98864678501319,6,16,0
25,645,40.77584888756056,-73.99173129557799,6,17,4
25,646,40.773418014568875,-73.98405184711497,0,8,3
25,646,40.768145659638236,-73.97997662167232,0,8,3
25,646,40.755452766714285,-73.9766676158009,1,12,4
25,646,40.75585597863201,-73.9785264844371,1,12,0
25,646,40.76823171105016,-74.02813327706586,2,8,1
25,646,40.76152851600446,-74.00296563676726,2,8,1
25,646,40.76660288095255,-73.98057583275418,3,8,3
25,646,40.78344873960842,-73.98118195424955,4,18,2
25,646,40.77510464161415,-73.98967217116784,5,12,0
25,646,40.74867637518574,-74.0116712043358,5,15,0
25,646,40.74972464579869,-74.0098482894076,5,15,3
25,646,40.757332488594244,-73.9666793494083,5,19,1
34,908,40.750304865350614,-73.93181676066648,0,7,3
34,908,40.75771992763285,-73.90978448859583,0,7,2
34,908,40.73306801978279,-73.87895706690084,0,9,4
34,908,40.727120701854716,-73.80866213536989,0,15,2
34,908,40.77924338046242,-73.90935614726673,0,18,0
34,908,40.73462090518106,-73.90321780390273,0,12,2
34,908,40.72183074865271,-74.0002753103448,1,7,0
34,908,40.76721906445701,-73.88763945943843,1,12,2
34,908,40.731447432821284,-73.79197007811796,2,17,2
34,908,40.69438690010239,-74.00005562625061,2,14,3
34,908,40.76835842866231,-73.91121147967111,2,12,3
34,908,40.77171918626655,-73.88854994273912,3,9,2
34,908,40.693329930936585,-74.00015328473579,3,14,3
34,908,40.769567247179936,-73.90613414741289,3,12,3
34,908,40.769394194407056,-73.88694172001611,3,12,2
34,908,40.7364147162788,-73.79701151347886,4,8,3
34,908,40.73011369880069,-73.79773441351186,4,12,3
34,908,40.76765475345556,-73.90054022169839,5,12,2
34,908,40.75073745164801,-73.9091178926004,5,14,4
34,908,40.75261994607527,-73.91106767601501,5,14,4
34,908,40.76778958474998,-73.89353430665265,5,17,2
34,908,40.767951828127394,-73.97864387578498,5,19,4
34,908,40.77989867020179,-73.90104245788585,6,16,0
34,908,40.76889036426101,-73.88403556890022,6,16,2
34,908,40.770261047107766,-73.92156124509107,6,15,0
34,908,40.763917840251366,-73.89452354259025,6,15,4
34,909,40.76787014974062,-73.90935038424264,1,12,3
34,909,40.71866460580159,-73.79049559331666,1,8,3
34,909,40.724152573084126,-73.78945722080003,1,12,2
34,909,40.767394083717505,-73.90999019540082,2,12,3
34,909,40.76578780792434,-73.90773388764988,4,16,3
34,909,40.73519442107309,-73.80039512015115,4,9,3
34,909,40.72518800634671,-73.79653394616376,4,16,3
34,909,40.77340104028363,-73.8971027026249,5,12,2
34,909,40.768777732437144,-73.89774758017789,5,12,2
34,909,40.76919148366679,-73.908408820845,6,15,2
34,912,40.78068407129277,-73.91705819240939,0,7,2
34,912,40.69743885162998,-73.98594025730323,0,8,3
34,912,40.774776664262305,-73.88691140360366,0,17,2
34,912,40.76633089797352,-73.89799741304647,1,12,2
34,912,40.76587629427914,-73.92544211096298,2,12,3
34,912,40.76641046877731,-73.90823340065013,2,7,2
34,912,40.69645553890396,-73.99110950551163,2,8,3
34,912,40.74029713932205,-73.90630120805632,2,19,2
34,912,40.76520149333183,-73.88478394246827,3,18,2
34,912,40.754501152483414,-73.9222062604798,3,12,0
34,912,40.76836494279806,-73.89186515308153,3,12,2
34,912,40.76056053546736,-73.91463172457348,4,16,3
34,912,40.699759457891474,-73.98461399621497,4,8,3
34,912,40.738999207203875,-73.87535958386194,4,16,4
34,912,40.76911415967871,-73.91452023408543,5,12,3
34,912,40.772500534241686,-73.89723319954406,5,12,2
34,912,40.837103419636975,-73.78814760244619,6,14,0
34,912,40.76807066954453,-73.89927852547895,6,18,0
34,912,40.75278746679206,-73.93960496059786,6,19,1
34,912,40.74666709236581,-73.94755356966685,6,20,0
34,912,40.76563945103217,-73.89090373761188,6,16,2
34,920,40.763276180650706,-73.89437014258634,0,14,2
34,920,40.76865257991258,-73.89364845699798,0,12,2
34,920,40.701057185118685,-73.99959182574581,1,13,0
34,920,40.6993431641512,-73.98689978591334,1,15,3
34,920,40.77312080252696,-73.89480437732469,1,18,2
34,920,40.75181013408829,-73.92002252883445,1,20,2
34,920,40.76536028755609,-73.89607304728757,1,20,2
34,920,40.69728950474192,-73.98435659914445,2,18,3
34,920,40.699818760787736,-73.99192335478197,3,18,3
34,920,40.7688671575651,-73.89473170436155,4,20,2
