tid,label,lat,lon,day,hour,category
142,7,40.7719139204579,-73.95900893890409,3,9,4
142,7,40.77211112865999,-73.96095474201341,3,9,0
142,7,40.68670740090929,-73.9777708053589,3,19,7
142,7,40.738001810776794,-74.0042853768993,3,22,8
142,7,40.7934342426835,-73.9487056133441,4,8,3
142,7,40.77211112865999,-73.96095474201341,4,9,0
142,7,40.7738468721964,-73.95948886871341,4,14,0
142,7,40.728156,-73.98126203738279,4,22,8
142,7,40.738005009857204,-74.00434850048791,5,8,0
142,7,40.803422999999995,-73.95276700000001,6,11,0
142,7,40.78345,-73.979015,6,13,4
142,7,40.8343774556165,-73.9387117240386,6,14,5
142,7,40.8100901727589,-73.9432668685913,6,14,0
142,7,40.80783255,-73.96386427142859,6,17,0
145,7,40.793673777441896,-73.9488720781232,0,7,3
145,7,40.794090000000004,-73.96717,0,8,4
145,7,40.7948354482357,-73.9659827441092,0,9,4
145,7,40.7738468721964,-73.95948886871341,0,16,0
145,7,40.809270003135204,-73.9490711688995,1,9,5
145,7,40.778438969615294,-73.9545145753308,1,10,4
145,7,40.774626,-73.959236,1,12,0
145,7,40.77211112865999,-73.96095474201341,1,15,0
145,7,40.798840233333294,-73.9413653522039,2,8,0
145,7,40.793673777441896,-73.9488720781232,2,8,3
145,7,40.8100901727589,-73.9432668685913,2,9,0
145,7,40.8109912422444,-73.9431605322863,2,19,0
145,7,40.809270003135204,-73.9490711688995,2,20,5
145,7,40.774626,-73.959236,3,13,0
145,7,40.801790562928794,-73.95734310150151,3,18,0
145,7,40.8050275833333,-73.954893,3,20,0
145,7,40.8100901727589,-73.9432668685913,4,8,0
145,7,40.77211112865999,-73.96095474201341,4,14,0
145,7,40.7700370337261,-73.9550656140391,4,17,8
146,7,40.793673777441896,-73.9488720781232,0,7,3
146,7,40.809270003135204,-73.9490711688995,0,8,5
146,7,40.774626,-73.959236,0,12,0
146,7,40.77211112865999,-73.96095474201341,0,15,0
146,7,40.793673777441896,-73.9488720781232,1,8,3
146,7,40.79096987028621,-73.9470514655113,1,8,0
146,7,40.800181362525,-73.9452787031264,1,9,4
146,7,40.752207,-73.97972299999999,2,20,1
146,7,40.793673777441896,-73.9488720781232,4,7,3
146,7,40.76,-73.97549599999999,4,8,0
146,7,40.761396839012,-73.9769857493038,4,10,7
146,7,40.7317183252113,-73.98555396792241,4,17,0
146,7,40.7317954706149,-73.9856725931168,4,19,0
146,7,40.809270003135204,-73.9490711688995,4,20,5
148,7,40.77211112865999,-73.96095474201341,0,10,0
148,7,40.773596339122896,-73.95992731449799,0,11,0
148,7,40.8100901727589,-73.9432668685913,1,8,0
148,7,40.773045,-73.962333,1,16,4
148,7,40.774111,-73.959546,3,13,4
148,7,40.7934045676619,-73.9485678492806,4,7,3
148,7,40.68310864869221,-73.9352444529616,5,20,8
148,7,40.6817293561679,-73.9346015084612,5,22,8
148,7,40.8098120013228,-73.95910077666021,6,9,6
148,7,40.8051984317441,-73.9620453015463,6,12,0
148,7,40.8144053164921,-73.94437173850459,6,21,7
149,7,40.7934045676619,-73.9485678492806,0,7,3
149,7,40.809270003135204,-73.9490711688995,0,20,5
149,7,40.7934045676619,-73.9485678492806,2,8,3
149,7,40.8100901727589,-73.9432668685913,2,9,0
149,7,40.77211112865999,-73.96095474201341,2,14,0
149,7,40.77211112865999,-73.96095474201341,3,10,0
149,7,40.7934045676619,-73.9485678492806,4,8,3
149,7,40.800181362525,-73.9452787031264,5,10,4
149,7,40.77211112865999,-73.96095474201341,5,12,0
149,7,40.773045,-73.962333,5,13,4
149,7,40.774626,-73.959236,5,13,0
149,7,40.774506025762,-73.9589859794582,5,13,0
149,7,40.809270003135204,-73.9490711688995,6,18,5
152,7,40.77211112865999,-73.96095474201341,1,9,0
152,7,40.7713022794736,-73.961580379552,1,9,0
152,7,40.8076076207769,-73.9507376218782,1,21,5
152,7,40.77211112865999,-73.96095474201341,3,9,0
152,7,40.809270003135204,-73.9490711688995,3,20,5
152,7,40.8144053164921,-73.94437173850459,3,23,7
152,7,40.809270003135204,-73.9490711688995,4,21,5
152,7,40.733878999999995,-73.988185,5,9,4
152,7,40.809270003135204,-73.9490711688995,5,10,5
152,7,40.674455,-73.9262,5,17,7
152,7,40.8100901727589,-73.9432668685913,6,11,0
152,7,40.8085341590656,-73.9451237158023,6,12,0
153,7,40.809270003135204,-73.9490711688995,0,8,5
153,7,40.77211112865999,-73.96095474201341,0,10,0
153,7,40.7685355207664,-73.95557647143721,3,12,0
153,7,40.737269,-73.990717,3,21,0
153,7,40.73528249691621,-73.9904031515828,3,21,5
153,7,40.7442247187833,-73.9840388475374,3,21,8
153,7,40.77211112865999,-73.96095474201341,4,11,0
153,7,40.7713022794736,-73.961580379552,4,11,0
153,7,40.7685355207664,-73.95557647143721,4,11,0
153,7,40.72827687733521,-73.9992813316546,4,19,7
153,7,40.7448646832347,-73.998879625105,6,13,0
285,12,40.764016,-73.82947598,1,17,4
285,12,40.703531656325495,-73.8023051484212,2,7,0
285,12,40.7621682440437,-73.831570989716,2,18,4
285,12,40.7639626095191,-73.8291241978544,2,19,4
285,12,40.703531656325495,-73.8023051484212,3,7,0
285,12,40.605899322424996,-73.98453814989371,4,11,4
285,12,40.5995839036343,-73.9897950936081,5,16,0
285,12,40.6090407520337,-73.9997404238227,6,11,0
285,12,40.7633342907454,-73.80931,6,13,0
285,12,40.764016,-73.82947598,6,17,4
287,12,40.7029276571656,-73.80001544952391,0,7,0
287,12,40.707808454756,-73.803184048129,0,17,1
287,12,40.70216749383471,-73.80146071170891,1,7,0
287,12,40.707808454756,-73.803184048129,1,17,1
287,12,40.7577822461974,-73.8279467402784,1,18,4
287,12,40.7619847072611,-73.83173755425841,1,18,4
287,12,40.707808454756,-73.803184048129,2,18,1
287,12,40.7577822461974,-73.8279467402784,2,18,4
287,12,40.764123,-73.828082,2,18,0
287,12,40.7075979146101,-73.8028049153983,3,18,1
287,12,40.764016,-73.82947598,3,19,4
287,12,40.70216749383471,-73.80146071170891,4,7,0
287,12,40.6930853448663,-73.9284825325012,4,17,1
287,12,40.7173249642038,-73.998368882704,4,20,0
287,12,40.75811474431929,-73.8296397775412,5,6,0
287,12,40.6018028609907,-73.9932499061474,5,14,0
287,12,40.605899322424996,-73.98453814989371,5,15,4
287,12,40.605899322424996,-73.98453814989371,6,9,4
287,12,40.7829298614522,-73.83085012435909,6,15,4
287,12,40.7832223163163,-73.8334465026855,6,16,4
287,12,40.7639626095191,-73.8291241978544,6,16,4
288,12,40.7075979146101,-73.8028049153983,0,6,1
288,12,40.757850834168,-73.8283028501382,0,19,4
288,12,40.7075979146101,-73.8028049153983,1,7,1
288,12,40.7574933691135,-73.8274757552858,1,18,4
288,12,40.760839874025706,-73.83064052313891,1,18,0
288,12,40.76007039918171,-73.8302040064457,1,19,4
288,12,40.70216749383471,-73.80146071170891,2,7,0
288,12,40.7574933691135,-73.8274757552858,2,18,4
288,12,40.757850834168,-73.8283028501382,2,18,4
288,12,40.760839874025706,-73.83064052313891,2,19,0
288,12,40.7639626095191,-73.8291241978544,2,19,4
288,12,40.70216749383471,-73.80146071170891,3,6,0
288,12,40.70216749383471,-73.80146071170891,4,7,0
288,12,40.7158098208652,-73.9962914669973,4,18,0
288,12,40.75811474431929,-73.8296397775412,5,6,0
288,12,40.7075979146101,-73.8028049153983,5,7,1
288,12,40.718391,-73.998476,5,14,0
288,12,40.718090320753795,-73.99999866268371,5,14,0
288,12,40.7181985851302,-74.000417582762,5,15,3
288,12,40.719043,-73.996514081955,5,17,4
288,12,40.605027504874,-73.9804116926189,5,20,0
288,12,40.605899322424996,-73.98453814989371,5,21,4
288,12,40.605899322424996,-73.98453814989371,6,11,4
288,12,40.6419795742237,-74.002468585968,6,11,0
288,12,40.684309264597104,-73.9765319385003,6,13,4
288,12,40.6456291954429,-73.9138539241231,6,14,4
288,12,40.7639626095191,-73.8291241978544,6,17,4
290,12,40.757850834168,-73.8283028501382,0,17,4
290,12,40.70216749383471,-73.80146071170891,1,6,0
290,12,40.7073806659117,-73.80256939318629,1,17,1
290,12,40.761876481166794,-73.831456117536,1,18,4
290,12,40.7639626095191,-73.8291241978544,1,19,4
290,12,40.764123,-73.828082,1,20,0
290,12,40.701922452729896,-73.80181112465749,2,6,0
290,12,40.757850834168,-73.8283028501382,2,18,4
290,12,40.7582439108545,-73.8291127104973,2,19,0
290,12,40.76007039918171,-73.8302040064457,2,19,4
290,12,40.747614599377705,-73.883957862854,3,21,1
290,12,40.7073806659117,-73.80256939318629,4,7,1
290,12,40.7064754390953,-73.8027072598808,4,7,0
290,12,40.7179288362234,-74.00093979691891,4,18,4
290,12,40.720288000000004,-73.99952352046971,4,18,0
290,12,40.75811474431929,-73.8296397775412,5,6,0
290,12,40.7073806659117,-73.80256939318629,5,7,1
290,12,40.7159082473717,-73.9973244389484,5,13,3
290,12,40.7165455541129,-73.9986386007708,5,14,0
290,12,40.716451551923214,-73.9988681477626,5,15,0
290,12,40.605027504874,-73.9804116926189,5,21,0
290,12,40.6058631664855,-73.98481362650021,6,11,4
290,12,40.7583466276541,-73.8315307844606,6,13,0
290,12,40.7829298614522,-73.83085012435909,6,14,4
290,12,40.7832223163163,-73.8334465026855,6,15,4
290,12,40.75811474431929,-73.8296397775412,6,16,0
290,12,40.7639626095191,-73.8291241978544,6,17,4
290,12,40.764123,-73.828082,6,18,0
292,12,40.7064754390953,-73.8027072598808,0,7,0
292,12,40.7090705962641,-73.8042008096094,0,18,1
292,12,40.7090705962641,-73.8042008096094,1,6,1
292,12,40.7064754390953,-73.8027072598808,1,7,0
292,12,40.759383299999996,-73.82947391,2,18,4
292,12,40.7064754390953,-73.8027072598808,4,9,0
292,12,40.676927786133,-73.89869928359991,4,17,1
292,12,40.68141,-73.96718,5,19,0
292,12,40.6814161222361,-73.95714921494199,5,19,4
292,12,40.602004,-73.994322,5,21,0
292,12,40.6058631664855,-73.98481362650021,6,9,4
292,12,40.6814161222361,-73.95714921494199,6,19,4
292,12,40.6058631664855,-73.98481362650021,6,21,4
293,12,40.6058631664855,-73.98481362650021,0,10,4
293,12,40.604024,-73.997451,0,13,0
293,12,40.6048640285249,-73.998644339449,0,13,0
293,12,40.608860856606604,-73.958193876904,0,14,4
293,12,40.6048863717506,-73.978219296804,0,19,4
293,12,40.5995839036343,-73.9897950936081,0,20,0
293,12,40.7690186849656,-73.834844818783,1,19,4
293,12,40.7639626095191,-73.8291241978544,1,20,4
293,12,40.7090705962641,-73.8042008096094,3,17,1
293,12,40.7064754390953,-73.8027072598808,4,7,0
293,12,40.6058631664855,-73.98481362650021,5,18,4
293,12,40.6001421933429,-73.9911035681357,5,21,0
293,12,40.6058631664855,-73.98481362650021,6,9,4
293,12,40.7639626095191,-73.8291241978544,6,15,4
293,12,40.764123,-73.828082,6,18,0
294,12,40.7064754390953,-73.8027072598808,0,7,0
294,12,40.7090705962641,-73.8042008096094,0,18,1
294,12,40.7608123264517,-73.83064052313891,0,19,0
294,12,40.7064754390953,-73.8027072598808,1,6,0
294,12,40.7064754390953,-73.8027072598808,2,6,0
294,12,40.7058052000048,-73.8021270702293,2,18,1
294,12,40.764123,-73.828082,2,19,0
294,12,40.7064754390953,-73.8027072598808,3,6,0
294,12,40.7090705962641,-73.8042008096094,3,17,1
294,12,40.7090705962641,-73.8042008096094,4,7,1
294,12,40.7064754390953,-73.8027072598808,4,7,0
294,12,40.7173249642038,-73.998368882704,4,20,0
294,12,40.75811474431929,-73.8296397775412,5,6,0
294,12,40.709301878575104,-73.80421804281,5,7,1
294,12,40.676927786133,-73.89869928359991,5,14,1
294,12,40.605085361897295,-73.9799869896229,5,16,0
294,12,40.7269352936563,-74.0001593444659,5,18,0
294,12,40.7251610474272,-73.99965763092041,5,19,4
294,12,40.71575108712121,-73.9966185753842,5,20,0
294,12,40.6058631664855,-73.98481362650021,5,22,4
294,12,40.6058631664855,-73.98481362650021,6,9,4
294,12,40.5929630708106,-73.9500032365322,6,14,0
294,12,40.7639626095191,-73.8291241978544,6,18,4
309,12,40.723079999999996,-73.800092,1,18,4
309,12,40.7794345505767,-73.7764132056055,2,18,4
309,12,40.605085361897295,-73.9799869896229,2,20,0
309,12,40.6058631664855,-73.98481362650021,3,16,4
309,12,40.6219568735332,-73.9874478515934,3,18,4
309,12,40.5988447204559,-73.9853186659193,4,8,4
309,12,40.7278421332493,-73.929163813591,4,17,5
309,12,40.6514605658646,-73.87214540094979,5,14,4
309,12,40.651760771888,-73.8697967354243,5,16,4
309,12,40.6191961082965,-73.99012221307659,5,17,0
309,12,40.601628000000005,-73.99349499,5,18,0
309,12,40.6192298019237,-74.0330457687378,6,16,0
330,14,40.7421883084845,-73.9879241890915,0,7,5
330,14,40.7421883084845,-73.9879241890915,1,6,5
330,14,40.7416730481413,-73.9742878438115,1,13,3
330,14,40.7421883084845,-73.9879241890915,2,11,5
330,14,40.7421883084845,-73.9879241890915,3,6,5
330,14,40.7421883084845,-73.9879241890915,4,7,5
330,14,40.7421883084845,-73.9879241890915,5,10,5
330,14,40.7421883084845,-73.9879241890915,5,18,5
330,14,40.7421883084845,-73.9879241890915,6,6,5
330,14,40.73802516090471,-73.9879873180689,6,12,0
330,14,40.7421883084845,-73.9879241890915,6,14,5
331,14,40.7421883084845,-73.9879241890915,0,7,5
331,14,40.7421883084845,-73.9879241890915,1,7,5
331,14,40.7421883084845,-73.9879241890915,1,15,5
331,14,40.742099571676,-73.97494213499171,2,8,3
331,14,40.7421883084845,-73.9879241890915,3,8,5
331,14,40.7421883084845,-73.9879241890915,3,14,5
331,14,40.741407503043,-73.9884379506111,3,20,0
331,14,40.7421883084845,-73.9879241890915,3,20,5
331,14,40.7421883084845,-73.9879241890915,4,7,5
331,14,40.7421883084845,-73.9879241890915,5,8,5
331,14,40.7365269712657,-73.99055957794191,5,10,4
331,14,40.7407782584499,-73.98768315098721,5,19,0
331,14,40.7421883084845,-73.9879241890915,6,8,5
331,14,40.7421883084845,-73.9879241890915,6,12,5
334,14,40.7421883084845,-73.9879241890915,0,7,5
334,14,40.7421883084845,-73.9879241890915,1,7,5
334,14,40.7421883084845,-73.9879241890915,1,14,5
334,14,40.7421883084845,-73.9879241890915,2,7,5
334,14,40.7421883084845,-73.9879241890915,2,19,5
334,14,40.7421883084845,-73.9879241890915,3,19,5
334,14,40.7421883084845,-73.9879241890915,4,7,5
334,14,40.7342250021401,-73.993703273938,4,14,0
334,14,40.7421883084845,-73.9879241890915,4,17,5
334,14,40.7418615140909,-73.9894336295337,4,18,4
334,14,40.7421883084845,-73.9879241890915,5,8,5
334,14,40.7421883084845,-73.9879241890915,5,17,5
334,14,40.7365494164144,-73.9892785880488,5,19,8
334,14,40.7421883084845,-73.9879241890915,6,7,5
334,14,40.74033689217461,-73.9886817354489,6,12,0
334,14,40.741407503043,-73.9884379506111,6,18,0
335,14,40.7421883084845,-73.9879241890915,0,7,5
335,14,40.7421883084845,-73.9879241890915,0,8,5
335,14,40.7421883084845,-73.9879241890915,1,9,5
335,14,40.7421883084845,-73.9879241890915,1,12,5
335,14,40.7251912314628,-73.99637754820591,1,13,4
335,14,40.725768758926,-73.9973072227949,1,14,7
335,14,40.741407503043,-73.9884379506111,1,16,0
335,14,40.7421883084845,-73.9879241890915,1,16,5
335,14,40.7421883084845,-73.9879241890915,2,6,5
335,14,40.7421883084845,-73.9879241890915,2,13,5
335,14,40.7567250445045,-73.9845266716932,2,19,0
335,14,40.7566932091592,-73.9838609348899,2,19,7
335,14,40.7421883084845,-73.9879241890915,3,7,5
335,14,40.7469634920272,-73.9856113586111,3,11,4
335,14,40.7421883084845,-73.9879241890915,3,14,5
335,14,40.7421883084845,-73.9879241890915,3,19,5
335,14,40.7421883084845,-73.9879241890915,4,10,5
335,14,40.7421883084845,-73.9879241890915,4,11,5
335,14,40.7418615140909,-73.9894336295337,4,17,4
335,14,40.7421883084845,-73.9879241890915,5,10,5
335,14,40.7421883084845,-73.9879241890915,5,17,5
337,14,40.7421883084845,-73.9879241890915,0,7,5
337,14,40.7421883084845,-73.9879241890915,0,14,5
337,14,40.7418615140909,-73.9894336295337,0,18,4
337,14,40.7421883084845,-73.9879241890915,0,18,5
337,14,40.7421883084845,-73.9879241890915,1,8,5
337,14,40.7407782584499,-73.98768315098721,1,12,0
337,14,40.7421883084845,-73.9879241890915,1,13,5
337,14,40.7426562844735,-73.9890146255493,1,19,4
337,14,40.7421883084845,-73.9879241890915,6,8,5
337,14,40.74001921822629,-73.994696088267,6,11,4
337,14,40.7421883084845,-73.9879241890915,6,16,5
338,14,40.7421883084845,-73.9879241890915,0,8,5
338,14,40.741407503043,-73.9884379506111,0,19,0
338,14,40.739507,-73.990549,0,19,4
338,14,40.7421883084845,-73.9879241890915,1,7,5
338,14,40.7421883084845,-73.9879241890915,2,6,5
338,14,40.74090548735301,-73.9891178971468,2,9,4
338,14,40.7421883084845,-73.9879241890915,2,14,5
338,14,40.7421883084845,-73.9879241890915,3,8,5
338,14,40.7421883084845,-73.9879241890915,4,11,5
338,14,40.7421883084845,-73.9879241890915,5,7,5
338,14,40.740959894328796,-73.9891810257315,5,7,0
338,14,40.7409167224748,-73.989143371582,5,7,4
338,14,40.7421883084845,-73.9879241890915,5,7,5
338,14,40.734167360295295,-73.9904871582985,5,18,7
338,14,40.7421883084845,-73.9879241890915,6,7,5
338,14,40.741904376575214,-73.9890682697296,6,8,0
338,14,40.7421883084845,-73.9879241890915,6,11,5
338,14,40.74492342607471,-73.9980360386088,6,13,7
338,14,40.74571043315761,-73.99087975075709,6,16,0
338,14,40.7421883084845,-73.9879241890915,6,17,5
339,14,40.7421883084845,-73.9879241890915,0,7,5
339,14,40.7421883084845,-73.9879241890915,0,11,5
